// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1/" /p:OutDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\publish/" in C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1
// command took 1.33 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1/" /p:OutDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\publish/" --output "C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" in C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1
// command took 4.66 sec and exited with 0
// ***** Done, took 00:00:06 (6.05 sec)   *****
// Found 3 benchmarks:
//   DoubleListBenchmark.Add: DefaultJob
//   DoubleListBenchmark.Contains: DefaultJob
//   DoubleListBenchmark.Remove: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual   7: 131072 op, 227700.00 ns, 1.7372 ns/op
OverheadActual   8: 131072 op, 227400.00 ns, 1.7349 ns/op
OverheadActual   9: 131072 op, 227500.00 ns, 1.7357 ns/op
OverheadActual  10: 131072 op, 385300.00 ns, 2.9396 ns/op
OverheadActual  11: 131072 op, 226400.00 ns, 1.7273 ns/op
OverheadActual  12: 131072 op, 227500.00 ns, 1.7357 ns/op
OverheadActual  13: 131072 op, 339100.00 ns, 2.5871 ns/op
OverheadActual  14: 131072 op, 227200.00 ns, 1.7334 ns/op
OverheadActual  15: 131072 op, 339300.00 ns, 2.5887 ns/op

WorkloadWarmup   1: 131072 op, 721277300.00 ns, 5.5029 us/op
WorkloadWarmup   2: 131072 op, 685979700.00 ns, 5.2336 us/op
WorkloadWarmup   3: 131072 op, 686485700.00 ns, 5.2375 us/op
WorkloadWarmup   4: 131072 op, 729874000.00 ns, 5.5685 us/op
WorkloadWarmup   5: 131072 op, 680592900.00 ns, 5.1925 us/op
WorkloadWarmup   6: 131072 op, 712822200.00 ns, 5.4384 us/op
WorkloadWarmup   7: 131072 op, 686952800.00 ns, 5.2410 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 713453600.00 ns, 5.4432 us/op
WorkloadActual   2: 131072 op, 949193900.00 ns, 7.2418 us/op
WorkloadActual   3: 131072 op, 939046900.00 ns, 7.1644 us/op
WorkloadActual   4: 131072 op, 924750700.00 ns, 7.0553 us/op
WorkloadActual   5: 131072 op, 913035000.00 ns, 6.9659 us/op
WorkloadActual   6: 131072 op, 880655600.00 ns, 6.7189 us/op
WorkloadActual   7: 131072 op, 857226500.00 ns, 6.5401 us/op
WorkloadActual   8: 131072 op, 921329800.00 ns, 7.0292 us/op
WorkloadActual   9: 131072 op, 876920600.00 ns, 6.6904 us/op
WorkloadActual  10: 131072 op, 839058100.00 ns, 6.4015 us/op
WorkloadActual  11: 131072 op, 828710900.00 ns, 6.3226 us/op
WorkloadActual  12: 131072 op, 823403800.00 ns, 6.2821 us/op
WorkloadActual  13: 131072 op, 828842900.00 ns, 6.3236 us/op
WorkloadActual  14: 131072 op, 821255200.00 ns, 6.2657 us/op
WorkloadActual  15: 131072 op, 819855900.00 ns, 6.2550 us/op
WorkloadActual  16: 131072 op, 833287100.00 ns, 6.3575 us/op
WorkloadActual  17: 131072 op, 824377800.00 ns, 6.2895 us/op
WorkloadActual  18: 131072 op, 730084900.00 ns, 5.5701 us/op
WorkloadActual  19: 131072 op, 746721500.00 ns, 5.6970 us/op
WorkloadActual  20: 131072 op, 739609000.00 ns, 5.6428 us/op
WorkloadActual  21: 131072 op, 735335200.00 ns, 5.6102 us/op
WorkloadActual  22: 131072 op, 747613000.00 ns, 5.7038 us/op
WorkloadActual  23: 131072 op, 749732300.00 ns, 5.7200 us/op
WorkloadActual  24: 131072 op, 720560300.00 ns, 5.4974 us/op
WorkloadActual  25: 131072 op, 772079600.00 ns, 5.8905 us/op
WorkloadActual  26: 131072 op, 740188600.00 ns, 5.6472 us/op
WorkloadActual  27: 131072 op, 734302100.00 ns, 5.6023 us/op
WorkloadActual  28: 131072 op, 745914100.00 ns, 5.6909 us/op
WorkloadActual  29: 131072 op, 763899100.00 ns, 5.8281 us/op
WorkloadActual  30: 131072 op, 786326700.00 ns, 5.9992 us/op
WorkloadActual  31: 131072 op, 791545600.00 ns, 6.0390 us/op
WorkloadActual  32: 131072 op, 729098800.00 ns, 5.5626 us/op
WorkloadActual  33: 131072 op, 830976300.00 ns, 6.3398 us/op
WorkloadActual  34: 131072 op, 852676900.00 ns, 6.5054 us/op
WorkloadActual  35: 131072 op, 804378900.00 ns, 6.1369 us/op
WorkloadActual  36: 131072 op, 802178400.00 ns, 6.1201 us/op
WorkloadActual  37: 131072 op, 717773400.00 ns, 5.4762 us/op
WorkloadActual  38: 131072 op, 751924300.00 ns, 5.7367 us/op
WorkloadActual  39: 131072 op, 810876500.00 ns, 6.1865 us/op
WorkloadActual  40: 131072 op, 793131500.00 ns, 6.0511 us/op
WorkloadActual  41: 131072 op, 776372500.00 ns, 5.9233 us/op
WorkloadActual  42: 131072 op, 739637600.00 ns, 5.6430 us/op
WorkloadActual  43: 131072 op, 778071800.00 ns, 5.9362 us/op
WorkloadActual  44: 131072 op, 814440600.00 ns, 6.2137 us/op
WorkloadActual  45: 131072 op, 742778500.00 ns, 5.6670 us/op
WorkloadActual  46: 131072 op, 739423400.00 ns, 5.6414 us/op
WorkloadActual  47: 131072 op, 761819200.00 ns, 5.8122 us/op
WorkloadActual  48: 131072 op, 765314200.00 ns, 5.8389 us/op
WorkloadActual  49: 131072 op, 762331100.00 ns, 5.8161 us/op
WorkloadActual  50: 131072 op, 717862300.00 ns, 5.4769 us/op
WorkloadActual  51: 131072 op, 801712500.00 ns, 6.1166 us/op
WorkloadActual  52: 131072 op, 830391500.00 ns, 6.3354 us/op
WorkloadActual  53: 131072 op, 718833500.00 ns, 5.4843 us/op
WorkloadActual  54: 131072 op, 763062600.00 ns, 5.8217 us/op
WorkloadActual  55: 131072 op, 724681000.00 ns, 5.5289 us/op
WorkloadActual  56: 131072 op, 746617000.00 ns, 5.6962 us/op
WorkloadActual  57: 131072 op, 731718100.00 ns, 5.5826 us/op
WorkloadActual  58: 131072 op, 722660500.00 ns, 5.5135 us/op
WorkloadActual  59: 131072 op, 727643800.00 ns, 5.5515 us/op
WorkloadActual  60: 131072 op, 740197300.00 ns, 5.6473 us/op
WorkloadActual  61: 131072 op, 757124900.00 ns, 5.7764 us/op
WorkloadActual  62: 131072 op, 781150400.00 ns, 5.9597 us/op
WorkloadActual  63: 131072 op, 730063500.00 ns, 5.5699 us/op
WorkloadActual  64: 131072 op, 736494800.00 ns, 5.6190 us/op
WorkloadActual  65: 131072 op, 816676600.00 ns, 6.2307 us/op
WorkloadActual  66: 131072 op, 788742700.00 ns, 6.0176 us/op
WorkloadActual  67: 131072 op, 756136900.00 ns, 5.7689 us/op
WorkloadActual  68: 131072 op, 748024300.00 ns, 5.7070 us/op
WorkloadActual  69: 131072 op, 756308200.00 ns, 5.7702 us/op
WorkloadActual  70: 131072 op, 734589000.00 ns, 5.6045 us/op
WorkloadActual  71: 131072 op, 743292100.00 ns, 5.6709 us/op
WorkloadActual  72: 131072 op, 757565700.00 ns, 5.7798 us/op
WorkloadActual  73: 131072 op, 739616500.00 ns, 5.6428 us/op
WorkloadActual  74: 131072 op, 725183400.00 ns, 5.5327 us/op
WorkloadActual  75: 131072 op, 718427900.00 ns, 5.4812 us/op
WorkloadActual  76: 131072 op, 761204600.00 ns, 5.8075 us/op
WorkloadActual  77: 131072 op, 722721900.00 ns, 5.5139 us/op
WorkloadActual  78: 131072 op, 737755500.00 ns, 5.6286 us/op
WorkloadActual  79: 131072 op, 713292000.00 ns, 5.4420 us/op
WorkloadActual  80: 131072 op, 736745100.00 ns, 5.6209 us/op
WorkloadActual  81: 131072 op, 771805600.00 ns, 5.8884 us/op
WorkloadActual  82: 131072 op, 772666300.00 ns, 5.8950 us/op
WorkloadActual  83: 131072 op, 783597700.00 ns, 5.9784 us/op
WorkloadActual  84: 131072 op, 739006800.00 ns, 5.6382 us/op
WorkloadActual  85: 131072 op, 715340300.00 ns, 5.4576 us/op
WorkloadActual  86: 131072 op, 786165700.00 ns, 5.9980 us/op
WorkloadActual  87: 131072 op, 747335100.00 ns, 5.7017 us/op
WorkloadActual  88: 131072 op, 743618500.00 ns, 5.6734 us/op
WorkloadActual  89: 131072 op, 802131500.00 ns, 6.1198 us/op
WorkloadActual  90: 131072 op, 724285000.00 ns, 5.5259 us/op
WorkloadActual  91: 131072 op, 770028000.00 ns, 5.8748 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 713226200.00 ns, 5.4415 us/op
WorkloadResult   2: 131072 op, 880428200.00 ns, 6.7171 us/op
WorkloadResult   3: 131072 op, 856999100.00 ns, 6.5384 us/op
WorkloadResult   4: 131072 op, 876693200.00 ns, 6.6886 us/op
WorkloadResult   5: 131072 op, 838830700.00 ns, 6.3998 us/op
WorkloadResult   6: 131072 op, 828483500.00 ns, 6.3208 us/op
WorkloadResult   7: 131072 op, 823176400.00 ns, 6.2803 us/op
WorkloadResult   8: 131072 op, 828615500.00 ns, 6.3218 us/op
WorkloadResult   9: 131072 op, 821027800.00 ns, 6.2639 us/op
WorkloadResult  10: 131072 op, 819628500.00 ns, 6.2533 us/op
WorkloadResult  11: 131072 op, 833059700.00 ns, 6.3557 us/op
WorkloadResult  12: 131072 op, 824150400.00 ns, 6.2878 us/op
WorkloadResult  13: 131072 op, 729857500.00 ns, 5.5684 us/op
WorkloadResult  14: 131072 op, 746494100.00 ns, 5.6953 us/op
WorkloadResult  15: 131072 op, 739381600.00 ns, 5.6410 us/op
WorkloadResult  16: 131072 op, 735107800.00 ns, 5.6084 us/op
WorkloadResult  17: 131072 op, 747385600.00 ns, 5.7021 us/op
WorkloadResult  18: 131072 op, 749504900.00 ns, 5.7183 us/op
WorkloadResult  19: 131072 op, 720332900.00 ns, 5.4957 us/op
WorkloadResult  20: 131072 op, 771852200.00 ns, 5.8888 us/op
WorkloadResult  21: 131072 op, 739961200.00 ns, 5.6455 us/op
WorkloadResult  22: 131072 op, 734074700.00 ns, 5.6005 us/op
WorkloadResult  23: 131072 op, 745686700.00 ns, 5.6891 us/op
WorkloadResult  24: 131072 op, 763671700.00 ns, 5.8264 us/op
WorkloadResult  25: 131072 op, 786099300.00 ns, 5.9975 us/op
WorkloadResult  26: 131072 op, 791318200.00 ns, 6.0373 us/op
WorkloadResult  27: 131072 op, 728871400.00 ns, 5.5608 us/op
WorkloadResult  28: 131072 op, 830748900.00 ns, 6.3381 us/op
WorkloadResult  29: 131072 op, 852449500.00 ns, 6.5037 us/op
WorkloadResult  30: 131072 op, 804151500.00 ns, 6.1352 us/op
WorkloadResult  31: 131072 op, 801951000.00 ns, 6.1184 us/op
WorkloadResult  32: 131072 op, 717546000.00 ns, 5.4744 us/op
WorkloadResult  33: 131072 op, 751696900.00 ns, 5.7350 us/op
WorkloadResult  34: 131072 op, 810649100.00 ns, 6.1848 us/op
WorkloadResult  35: 131072 op, 792904100.00 ns, 6.0494 us/op
WorkloadResult  36: 131072 op, 776145100.00 ns, 5.9215 us/op
WorkloadResult  37: 131072 op, 739410200.00 ns, 5.6413 us/op
WorkloadResult  38: 131072 op, 777844400.00 ns, 5.9345 us/op
WorkloadResult  39: 131072 op, 814213200.00 ns, 6.2120 us/op
WorkloadResult  40: 131072 op, 742551100.00 ns, 5.6652 us/op
WorkloadResult  41: 131072 op, 739196000.00 ns, 5.6396 us/op
WorkloadResult  42: 131072 op, 761591800.00 ns, 5.8105 us/op
WorkloadResult  43: 131072 op, 765086800.00 ns, 5.8371 us/op
WorkloadResult  44: 131072 op, 762103700.00 ns, 5.8144 us/op
WorkloadResult  45: 131072 op, 717634900.00 ns, 5.4751 us/op
WorkloadResult  46: 131072 op, 801485100.00 ns, 6.1148 us/op
WorkloadResult  47: 131072 op, 830164100.00 ns, 6.3336 us/op
WorkloadResult  48: 131072 op, 718606100.00 ns, 5.4825 us/op
WorkloadResult  49: 131072 op, 762835200.00 ns, 5.8200 us/op
WorkloadResult  50: 131072 op, 724453600.00 ns, 5.5271 us/op
WorkloadResult  51: 131072 op, 746389600.00 ns, 5.6945 us/op
WorkloadResult  52: 131072 op, 731490700.00 ns, 5.5808 us/op
WorkloadResult  53: 131072 op, 722433100.00 ns, 5.5117 us/op
WorkloadResult  54: 131072 op, 727416400.00 ns, 5.5497 us/op
WorkloadResult  55: 131072 op, 739969900.00 ns, 5.6455 us/op
WorkloadResult  56: 131072 op, 756897500.00 ns, 5.7747 us/op
WorkloadResult  57: 131072 op, 780923000.00 ns, 5.9580 us/op
WorkloadResult  58: 131072 op, 729836100.00 ns, 5.5682 us/op
WorkloadResult  59: 131072 op, 736267400.00 ns, 5.6173 us/op
WorkloadResult  60: 131072 op, 816449200.00 ns, 6.2290 us/op
WorkloadResult  61: 131072 op, 788515300.00 ns, 6.0159 us/op
WorkloadResult  62: 131072 op, 755909500.00 ns, 5.7671 us/op
WorkloadResult  63: 131072 op, 747796900.00 ns, 5.7052 us/op
WorkloadResult  64: 131072 op, 756080800.00 ns, 5.7684 us/op
WorkloadResult  65: 131072 op, 734361600.00 ns, 5.6027 us/op
WorkloadResult  66: 131072 op, 743064700.00 ns, 5.6691 us/op
WorkloadResult  67: 131072 op, 757338300.00 ns, 5.7780 us/op
WorkloadResult  68: 131072 op, 739389100.00 ns, 5.6411 us/op
WorkloadResult  69: 131072 op, 724956000.00 ns, 5.5310 us/op
WorkloadResult  70: 131072 op, 718200500.00 ns, 5.4794 us/op
WorkloadResult  71: 131072 op, 760977200.00 ns, 5.8058 us/op
WorkloadResult  72: 131072 op, 722494500.00 ns, 5.5122 us/op
WorkloadResult  73: 131072 op, 737528100.00 ns, 5.6269 us/op
WorkloadResult  74: 131072 op, 713064600.00 ns, 5.4403 us/op
WorkloadResult  75: 131072 op, 736517700.00 ns, 5.6192 us/op
WorkloadResult  76: 131072 op, 771578200.00 ns, 5.8867 us/op
WorkloadResult  77: 131072 op, 772438900.00 ns, 5.8932 us/op
WorkloadResult  78: 131072 op, 783370300.00 ns, 5.9766 us/op
WorkloadResult  79: 131072 op, 738779400.00 ns, 5.6364 us/op
WorkloadResult  80: 131072 op, 715112900.00 ns, 5.4559 us/op
WorkloadResult  81: 131072 op, 785938300.00 ns, 5.9962 us/op
WorkloadResult  82: 131072 op, 747107700.00 ns, 5.7000 us/op
WorkloadResult  83: 131072 op, 743391100.00 ns, 5.6716 us/op
WorkloadResult  84: 131072 op, 801904100.00 ns, 6.1180 us/op
WorkloadResult  85: 131072 op, 724057600.00 ns, 5.5241 us/op
WorkloadResult  86: 131072 op, 769800600.00 ns, 5.8731 us/op
// GC:  626 82 0 5242880000 131072
// Threading:  0 0 131072

// AfterAll
// Benchmark Process 1728 has exited with code 0.

Mean = 5.850 μs, StdErr = 0.034 μs (0.58%), N = 86, StdDev = 0.316 μs
Min = 5.440 μs, Q1 = 5.618 μs, Median = 5.768 μs, Q3 = 6.046 μs, Max = 6.717 μs
IQR = 0.429 μs, LowerFence = 4.975 μs, UpperFence = 6.689 μs
ConfidenceInterval = [5.734 μs; 5.966 μs] (CI 99.9%), Margin = 0.116 μs (1.98% of Mean)
Skewness = 0.81, Kurtosis = 2.74, MValue = 2.5

// ** Remained 2 (66.7%) benchmark(s) to run. Estimated finish 2026-05-22 19:16 (0h 2m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: DoubleListBenchmark.Contains: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet BenchmarkCsharp-DefaultJob-1.dll --anonymousPipes 1572 1568 --benchmarkName BenchmarkCsharp.DoubleListBenchmark.Contains --job Default --benchmarkId 1 in C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), X64 RyuJIT x86-64-v3
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 145600.00 ns, 145.6000 us/op
WorkloadJitting  1: 1 op, 374600.00 ns, 374.6000 us/op

OverheadJitting  2: 16 op, 168300.00 ns, 10.5188 us/op
WorkloadJitting  2: 16 op, 607600.00 ns, 37.9750 us/op

WorkloadPilot    1: 16 op, 200500.00 ns, 12.5313 us/op
WorkloadPilot    2: 32 op, 319600.00 ns, 9.9875 us/op
WorkloadPilot    3: 64 op, 621300.00 ns, 9.7078 us/op
WorkloadPilot    4: 128 op, 1118100.00 ns, 8.7352 us/op
WorkloadPilot    5: 256 op, 2398500.00 ns, 9.3691 us/op
WorkloadPilot    6: 512 op, 4337200.00 ns, 8.4711 us/op
WorkloadPilot    7: 1024 op, 8744500.00 ns, 8.5396 us/op
WorkloadPilot    8: 2048 op, 17848500.00 ns, 8.7151 us/op
WorkloadPilot    9: 4096 op, 36065200.00 ns, 8.8050 us/op
WorkloadPilot   10: 8192 op, 70061100.00 ns, 8.5524 us/op
WorkloadPilot   11: 16384 op, 72208300.00 ns, 4.4072 us/op
WorkloadPilot   12: 32768 op, 33290200.00 ns, 1.0159 us/op
WorkloadPilot   13: 65536 op, 65788600.00 ns, 1.0039 us/op
WorkloadPilot   14: 131072 op, 129583000.00 ns, 988.6398 ns/op
WorkloadPilot   15: 262144 op, 259410900.00 ns, 989.5741 ns/op
WorkloadPilot   16: 524288 op, 517267900.00 ns, 986.6102 ns/op

OverheadWarmup   1: 524288 op, 1013400.00 ns, 1.9329 ns/op
OverheadWarmup   2: 524288 op, 1000900.00 ns, 1.9091 ns/op
OverheadWarmup   3: 524288 op, 1322500.00 ns, 2.5225 ns/op
OverheadWarmup   4: 524288 op, 1040400.00 ns, 1.9844 ns/op
OverheadWarmup   5: 524288 op, 883800.00 ns, 1.6857 ns/op
OverheadWarmup   6: 524288 op, 1320000.00 ns, 2.5177 ns/op
OverheadWarmup   7: 524288 op, 881100.00 ns, 1.6806 ns/op

OverheadActual   1: 524288 op, 1472500.00 ns, 2.8086 ns/op
OverheadActual   2: 524288 op, 885100.00 ns, 1.6882 ns/op
OverheadActual   3: 524288 op, 1003500.00 ns, 1.9140 ns/op
OverheadActual   4: 524288 op, 881100.00 ns, 1.6806 ns/op
OverheadActual   5: 524288 op, 880200.00 ns, 1.6788 ns/op
OverheadActual   6: 524288 op, 1129500.00 ns, 2.1544 ns/op
OverheadActual   7: 524288 op, 1248000.00 ns, 2.3804 ns/op
OverheadActual   8: 524288 op, 881100.00 ns, 1.6806 ns/op
OverheadActual   9: 524288 op, 924500.00 ns, 1.7633 ns/op
OverheadActual  10: 524288 op, 880200.00 ns, 1.6788 ns/op
OverheadActual  11: 524288 op, 1002900.00 ns, 1.9129 ns/op
OverheadActual  12: 524288 op, 1001700.00 ns, 1.9106 ns/op
OverheadActual  13: 524288 op, 1006800.00 ns, 1.9203 ns/op
OverheadActual  14: 524288 op, 1188700.00 ns, 2.2673 ns/op
OverheadActual  15: 524288 op, 1106900.00 ns, 2.1112 ns/op
OverheadActual  16: 524288 op, 1036300.00 ns, 1.9766 ns/op
OverheadActual  17: 524288 op, 982800.00 ns, 1.8745 ns/op
OverheadActual  18: 524288 op, 886800.00 ns, 1.6914 ns/op
OverheadActual  19: 524288 op, 929100.00 ns, 1.7721 ns/op
OverheadActual  20: 524288 op, 1180800.00 ns, 2.2522 ns/op

WorkloadWarmup   1: 524288 op, 518248700.00 ns, 988.4809 ns/op
WorkloadWarmup   2: 524288 op, 518425500.00 ns, 988.8182 ns/op
WorkloadWarmup   3: 524288 op, 517808800.00 ns, 987.6419 ns/op
WorkloadWarmup   4: 524288 op, 528346500.00 ns, 1.0077 us/op
WorkloadWarmup   5: 524288 op, 528273000.00 ns, 1.0076 us/op
WorkloadWarmup   6: 524288 op, 527940800.00 ns, 1.0070 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 543470500.00 ns, 1.0366 us/op
WorkloadActual   2: 524288 op, 528684900.00 ns, 1.0084 us/op
WorkloadActual   3: 524288 op, 527379900.00 ns, 1.0059 us/op
WorkloadActual   4: 524288 op, 528408800.00 ns, 1.0079 us/op
WorkloadActual   5: 524288 op, 537538900.00 ns, 1.0253 us/op
